WDS,AName,Name,RA,DEC,date,TMP,PA,paerr,Sep,seperr,Dmag,QFLAG,TMP3
20205+1634, HU 360          , HD 355472   , 305.1297,  16.5618, 2019.5394 , I  2,      3.0,   0.2,   0.1112,   0.2,     0.0,  ,                           
20205-2749, RST3255         , HD 193280   , 305.1171, -27.8244, 2019.8590 , I  2,    284.2,   0.6,   0.1208,   0.6,     0.0,  ,    -81.1   -0.022 Hei1986a
20210-1447, BAR 12 BaBb    ,HIP 100325  , 305.1940, -14.7849, 2019.3778 , I  2,     55.0,   0.5,   0.4515,   0.5,     2.3, q,      0.1   -0.021 Zir2010 
20210-1447, BAR 12 BaBb    ,HIP 100325  , 305.1938, -14.7847, 2019.8563 , y  2,     54.4,   0.5,   0.4505,   0.5,     2.9, q,     -0.0   -0.019 Zir2010 
20210-1447, BLA 7 AaAb     ,HIP 100345  , 305.2530, -14.7814, 2019.8563 , y  2,    234.3,   0.1,   0.0325,   0.1,     1.7,  ,     -0.9    0.000 SOAR2019
20212-5147, HDS2907         ,HIP 100356  , 305.2956, -51.7913, 2019.3752 , I  2,     13.6,   0.1,   0.2107,   0.1,     0.3, q,     -1.6   -0.002 Tok2017b
20216+1930, COU 327 AB      ,HIP 100397  , 305.3987,  19.4945, 2019.6130 , I  2,    245.1,   0.2,   0.1771,   0.2,     0.7, q,     -1.3    0.008 Doc2008a
20248-1943, HDS2919         ,HIP 100685  , 306.1944, -19.7100, 2019.5286 , I  2,    214.9,   0.3,   0.0923,   0.3,     0.6, q,      1.6   -0.005 Tok2016e
20267-4334, I 1420          ,HIP 100836  , 306.6857, -43.5663, 2019.8590 , I  2,    358.3,   0.2,   0.3021,   0.2,     0.2,  ,      0.2    0.001 Doc2019d
20286-0426, TOK 700         ,HIP 100998  , 307.1546,  -4.4278, 2019.5287 , y  2,     74.4,   0.3,   0.0947,   0.3,     0.5,  ,                           
20298+0941, AST 2 AB        , GJ 791.2    , 307.4517,   9.6887, 2019.5394 , I  2,    118.6,   0.8,   0.1283,   0.8,     2.2,  ,      0.2    0.000 SOAR2019
20298+0941, AST 2 AB        , GJ 791.2    , 307.4551,   9.6896, 2019.8563 , I  2,     93.8,   0.7,   0.1604,   0.7,     2.3, q,     -0.3    0.002 SOAR2019
20300-7739, HDS2931         ,HIP 101129  , 307.4931, -77.6571, 2019.3752 , I  2,     88.1,   0.2,   0.1160,   0.2,     0.9, q,                           
20306+1349, HDS2932         ,HIP 101181  , 307.6395,  13.8173, 2019.5394 , I  2,    319.3,   0.3,   0.1574,   0.3,     0.7, q,      0.9   -0.001 Tok2019h
20310-2907, CHR 185         ,HIP 101211  , 307.7366, -29.1126, 2019.3778 , y  1,    274.3,   0.4,   0.0582,   0.4,     2.4,  ,                           
20363-1856, TOK 339 AaAb   ,HIP 101651  , 309.0849, -18.9409, 2019.5286 , I  2,     44.0,   0.3,   1.6716,   0.3,     2.3, ast,                           
20396+0458, BAG 14 AaAb    ,HIP 101955  , 309.9071,   4.9720, 2019.5394 , I  2,     87.0,   6.0,   0.1782,   6.0,     1.2,  ,     -0.6   -0.006 Tok2017a
20396+0458, KUI 99 AaB     ,HIP 101955  , 309.9071,   4.9720, 2019.5394 , I  2,     90.9,   0.1,   0.1379,   0.1,     0.9,  ,      3.3   -0.046 Tok2017a
20399+1115, CVN 17 AaAb    ,HIP 101966  , 309.9662,  11.2497, 2019.5394 , I  2,     42.3,   3.0,   0.5692,   3.0,     4.8,  ,     -2.5   -0.026 Cvn2011 
20403-5114, HU 1617         ,HIP 102006  , 310.0632, -51.2294, 2019.5392 , I  2,    279.1,   0.2,   0.1715,   0.2,     1.1, q,                           
20406+1539, HDS2947         ,HIP 102029  , 310.1469,  15.6431, 2019.5394 , I  2,    114.0,   0.1,   0.1558,   0.1,     0.8, q,     -2.0    0.014 Hor2015b
20406-2639, CHR 186         ,HIP 102032  , 310.1495, -26.6451, 2019.3776 , y  3,    138.0,   0.6,   0.0350,   0.6,     0.2, :,                           
20406-2639, CHR 186         ,HIP 102032  , 310.1495, -26.6451, 2019.5286 , y  2,    134.5,   0.1,   0.0349,   0.1,     0.7,  ,                           
20442-7759, HDS2951         ,HIP 102348  , 311.0576, -77.9879, 2019.8564 , I  2,    116.9,   2.2,   0.0239,   2.2,     0.3,  ,                           
20462+1554, WSI 110 AaAb   ,HIP 102490  , 311.5555,  15.9073, 2019.5394 , I  2,    309.2,   0.1,   0.0738,   0.1,     0.4,  ,      0.1    0.001 SOAR2019
20462-2145, HDS2957         ,HIP 102486  , 311.5403, -21.7458, 2019.5286 , I  2,    218.1,   0.3,   0.3214,   0.3,     2.1, q,     -0.0    0.000 SOAR2019
20507-3116, B 997           ,HIP 102892  , 312.6743, -31.2626, 2019.5392 , I  2,    273.4,   0.2,   0.1650,   0.2,     1.4, q,      1.2   -0.010 Tok2015c
20514-0538, STF2729 AB      ,HIP 102945  , 312.8570,  -5.6266, 2019.5286 , y  2,     32.6,   0.2,   0.7574,   0.2,     1.3, q,      0.4    0.008 Mdz2017 
20514-0538, STF2729 AB      ,HIP 102945  , 312.8576,  -5.6264, 2019.8562 , y  2,     32.7,   0.0,   0.7576,   0.0,     1.1, ast,      0.3    0.012 Mdz2017 
20516-2927,HIP 102963      ,HIP 102963  , 312.9120, -29.4417, 2019.5391 , I  2,    173.2,   3.7,   1.4912,   3.7,     5.3, ast,                           
20521+0205, A 2286 AB       , HD 198706   , 313.0356,   2.0877, 2019.5394 , I  2,    349.4,   0.1,   0.0534,   0.1,     0.4,  ,      1.1    0.000 SOAR2019
20521+0205, A 2286 AC       , HD 198706   , 313.0356,   2.0877, 2019.5394 , I  2,     47.2,   0.1,   1.0710,   0.1,     0.9,  ,                           
20527-0859, MCA 64 AaAb    ,HIP 103045  , 313.1635,  -8.9833, 2019.3779 , y  2,    138.8,   0.3,   0.0487,   0.3,     0.6,  ,                           
20527-0859, MCA 64 AaAb    ,HIP 103045  , 313.1635,  -8.9833, 2019.5286 , y  2,    141.1,   0.2,   0.0379,   0.2,     0.4,  ,                           
20536-7750, HDS2977         ,HIP 103118  , 313.3948, -77.8385, 2019.3752 , I  2,    329.0,   1.0,   0.0304,   1.0,     0.0,  ,                           
20536-7750, HDS2977         ,HIP 103118  , 313.3957, -77.8389, 2019.8564 , I  2,    310.5,   0.2,   0.0531,   0.2,     0.0, q,                           
20536-7750, HDS2977         ,HIP 103118  , 313.3957, -77.8389, 2019.8564 , y  2,    311.5,   0.2,   0.0525,   0.2,     0.0, q,                           
20539-5535, B 505           ,HIP 103140  , 313.4659, -55.5874, 2019.3752 , I  2,    110.1,   1.4,   0.0760,   1.4,     2.5,  ,                           
20552-3008, HDS2980         ,HIP 103264  , 313.8070, -30.1402, 2019.5392 , y  2,    264.8,   0.6,   0.0281,   0.6,     1.3, :,     10.1   -0.001 Tok2018i
20557-6609, HDS2981         ,HIP 103302  , 313.9200, -66.1499, 2019.3752 , I  2,    300.9,   0.1,   0.0930,   0.1,     0.6,  ,                           
20574-5905, TOK 701 BaBb   ,HIP 103438  , 314.3410, -59.0762, 2019.3752 , I  2,    233.8,   0.1,   0.1560,   0.1,     0.6, q,                           
20587-6234, B 1003          ,HIP 103541  , 314.6670, -62.5645, 2019.5366 , I  2,    137.5,   0.1,   0.4598,   0.1,     1.0, q,                           
20591+0418, STF2737 AB      ,HIP 103569  , 314.7689,   4.2938, 2019.3779 , y  2,    279.6,   0.1,   0.1116,   0.1,     0.4,  ,      1.1    0.003 Tok2017c
20594-3031, HDS2992         ,HIP 103597  , 314.8553, -30.5109, 2019.5392 , y  2,    244.5,   0.3,   0.1480,   0.3,     1.8, q,                           
20598-2028, TOK 370         ,HIP 103626  , 314.9396, -20.4719, 2019.5286 , I  2,      3.7,   0.8,   0.1310,   0.8,     2.5, q,                           
21000-5326, HDS2993         ,HIP 103643  , 314.9897, -53.4414, 2019.3752 , I  2,    242.7,   0.2,   0.0752,   0.2,     0.4, q,                           
21012-3511, TOK 344 AaAb   ,HIP 103735  , 315.3057, -35.1841, 2019.5392 , y  2,    169.8,   0.7,   0.0931,   0.7,     2.2,  ,                           
21012-3511, TOK 344 AaAb   ,HIP 103735  , 315.3050, -35.1842, 2019.8564 , I  2,    171.1,   0.6,   0.0705,   0.6,     1.7,  ,                           
21017-4431, TOK 800         ,HIP 103776  , 315.4334, -44.5185, 2019.5392 , I  2,    213.6,   0.4,   0.4548,   0.4,     0.8, q,                           
21041+0300, WSI 6 AB        ,HIP 103987  , 316.0308,   2.9945, 2019.3755 , I  2,    330.6,   0.7,   0.1272,   0.7,     1.7, q,      3.1   -0.005 Tok2017a
21041+0359, TOK 371         ,HIP 103983  , 316.0237,   3.9807, 2019.3755 , I  2,    244.8,   0.2,   0.1326,   0.2,     0.9, q,      0.1    0.004 Tok2018i
21044-1951, FIN 328         ,HIP 104019  , 316.1010, -19.8551, 2019.8590 , y  2,    272.8,   0.6,   0.3465,   0.6,     2.3, q,    180.7    0.006 Doc2013d
21044-1951, FIN 328         ,HIP 104019  , 316.1010, -19.8551, 2019.8590 , I  2,    272.9,   0.1,   0.3458,   0.1,     2.0, q,    180.8    0.005 Doc2013d
21051+0757, HDS3004 AB      ,HIP 104075  , 316.2831,   7.9457, 2019.3755 , I  2,    229.4,   1.6,   0.1428,   1.6,     3.1,  ,      5.2    0.012 Tok2015c
21053+0044, HDS3007         ,HIP 104090  , 316.3301,   0.7271, 2019.3753 , I  2,    292.1,   0.4,   0.1331,   0.4,     1.5, q,                           
21054-8124, HDS3008         ,HIP 104098  , 316.3480, -81.3968, 2019.6132 , I  2,     33.9,   0.7,   0.0581,   0.7,     0.2,  ,                           
21073-5702, HDS3009         ,HIP 104256  , 316.8229, -57.0321, 2019.5287 , I  2,    191.0,   0.3,   0.2597,   0.3,     1.5, q,     -0.9    0.009 Tok2016e
21086-4245, SYU 12          , T126805047  , 317.1594, -42.7483, 2019.6135 , I  2,    236.0,   1.9,   0.1445,   1.9,     0.1,  ,                           
21088-0426, HDS3013 AaAb   ,HIP 104383  , 317.1896,  -4.4269, 2019.3753 , I  2,     50.3,   0.2,   0.0992,   0.2,     1.5,  ,     -1.0    0.000 SOAR2019
21094-7310, I 379 AB        ,HIP 104440  , 317.3435, -73.1729, 2019.3779 , I  2,    194.9,   0.5,   0.2847,   0.5,     2.5, q,     -0.3    0.005 SOAR2019
21099-2424, HDS3015         ,HIP 104476  , 317.4649, -24.4008, 2019.5392 , I  2,    133.4,   0.4,   0.1046,   0.4,     0.4,  ,      1.6   -0.005 Tok2017b
21116+2620, LSC 95          ,HIP 104617  , 317.8883,  26.3336, 2019.3755 , I  2,    344.7,   0.6,   0.0553,   0.6,     1.0,  ,                           
21130-1133, RST4077 AC      , HD 201926   , 318.2605, -11.5516, 2019.3753 , I  2,    223.3,   0.8,   1.9725,   0.8,     2.4,  ,                           
21130-1133, VOU 24 AB       , HD 201926   , 318.2605, -11.5516, 2019.3753 , I  2,    181.1,   0.8,   0.1693,   0.8,     0.8,  ,      1.0   -0.003 SOAR2019
21145+1000, STT 535 AB      ,HIP 104858  , 318.6200,  10.0070, 2019.3755 , I  2,    197.7,   0.0,   0.2690,   0.0,     0.2,  ,     -0.0   -0.000 Mut2008 
21164-5451, HDS3026         ,HIP 105028  , 319.1057, -54.8562, 2019.5287 , I  2,    220.4,   2.5,   0.3357,   2.5,     3.1,  ,                           
21184+0518, HDS3031         ,HIP 105174  , 319.5920,   5.3035, 2019.3755 , I  2,     93.9,   0.2,   0.1231,   0.2,     0.0,  ,                           
21188-2637, SEE 443         , HD 202772   , 319.6995, -26.6161, 2019.3752 , I  2,    294.6,   0.1,   1.2863,   0.1,     1.8, ast,                           
21193-0935, RST4082         ,HIP 105258  , 319.8142,  -9.5788, 2019.3753 , I  2,    240.7,   1.0,   0.0985,   1.0,     0.2,  ,                           
21198-2621, BU 271 AB       ,HIP 105312  , 319.9401, -26.3529, 2019.5287 , I  2,      5.9,   0.5,   0.5920,   0.5,     2.2, q,     -0.2   -0.002 Tok2019h
21202-1330, HDS3037         ,HIP 105333  , 320.0382, -13.5023, 2019.3753 , I  2,    157.1,   0.5,   0.3353,   0.5,     1.7, q,                           
21208-4049, HDS3039         ,HIP 105382  , 320.1899, -40.8095, 2019.3779 , I  3,     35.7,   0.6,   0.1199,   0.6,     2.0, q,                           
21212-2744, HDS3040         ,HIP 105418  , 320.2885, -27.7308, 2019.5287 , I  3,     64.5,   3.1,   0.2788,   3.1,     2.9,  ,                           
21214+1020, A 617           ,HIP 105431  , 320.3398,  10.3324, 2019.3755 , I  2,     90.4,   0.0,   0.1747,   0.0,     0.2,  ,      1.5    0.005 Sod1999 
21214-6655, SYU 13 BaBb    ,HIP 105441  , 320.3697, -66.9184, 2019.6132 , I  2,    343.1,   0.2,   0.0448,   0.2,     1.4, :,                           
21214-6655, SYU 13 BaBb    ,HIP 105441  , 320.3712, -66.9189, 2019.8564 , I  2,    310.6,   1.0,   0.0574,   1.0,     1.3, q,                           
21247-0420, HDS3050         ,HIP 105715  , 321.1728,  -4.3408, 2019.3753 , I  2,    310.7,   0.1,   0.1686,   0.1,     1.1, q,                           
21266-4604, HJ 5267 AaAb   ,HIP 105879  , 321.6550, -46.0672, 2019.5287 , I  3,    230.5,   1.7,   0.1111,   1.7,     1.9, q,                           
21274-0701, HDS3053         ,HIP 105947  , 321.8469,  -7.0156, 2019.3753 , I  2,     37.2,   0.1,   0.1069,   0.1,     1.3, q,      1.0   -0.001 Tok2018d
21278-5922, TOK 731         ,HIP 105976  , 321.9467, -59.3635, 2019.5287 , I  3,    183.3,   1.0,   0.0777,   1.0,     0.4,  ,                           
21295-6103, B 529           , HD 204193   , 322.3657, -61.0450, 2019.5366 , I  2,    271.5,   0.1,   0.6262,   0.1,     0.8, ast,                           
21310-3633, B 1008 AB       ,HIP 106224  , 322.7404, -36.5471, 2019.5287 , I  3,    215.8,   0.5,   0.0759,   0.5,     0.1,  ,     -5.1   -0.002 Tok2018b
21313-0947, BLA 9           ,HIP 106255  , 322.8275,  -9.7906, 2019.3753 , I  2,    159.3,   0.7,   0.1900,   0.7,     1.5, q,    176.9    0.002 AST2016 
21323-4851, RST5553         ,HIP 106345  , 323.0661, -48.8537, 2019.8564 , y  2,      1.6,   0.2,   0.3994,   0.2,     2.4, q,                           
21330+2408, HDS3065 AaAb   ,HIP 106394  , 323.2394,  24.1274, 2019.3755 , I  2,    107.6,   0.2,   0.1233,   0.2,     2.1, q,      0.0    0.007 Tok2019c
21337-2158, HDS3068         ,HIP 106454  , 323.4142, -21.9692, 2019.5392 , I  2,     80.0,   0.9,   0.4956,   0.9,     2.3, q,                           
21357-5942, TOK 732         ,HIP 106615  , 323.9188, -59.6932, 2019.5287 , I  2,    188.5,   1.7,   0.6770,   1.7,     3.4, q,                           
21364-4041, I 1444          ,HIP 106676  , 324.1005, -40.6796, 2019.5392 , I  2,    130.1,   0.1,   0.2422,   0.1,     0.2,  ,     -0.0    0.000 Tok2019h
21368-3043, TOK 386 AC      ,HIP 106701  , 324.1982, -30.7246, 2019.5287 , I  2,     14.3,   5.9,   0.4556,   5.9,     3.2,  ,                           
21368-3043, VOU 35 AB       ,HIP 106701  , 324.1982, -30.7246, 2019.5287 , I  2,    321.4,   0.1,   0.0976,   0.1,     0.1,  ,      3.7   -0.003 Tok2017b
21379+2102, YR 30           ,HIP 106804  , 324.4835,  21.0412, 2019.3755 , I  2,    332.8,   0.1,   0.1476,   0.1,     0.4, q,     -0.8   -0.001 Cve2017b
21391-1221, VBS 34 AB       , HD 205957   , 324.7778, -12.3514, 2019.3753 , I  2,    275.3,   0.2,   0.1642,   0.2,     0.0,  ,                           
21395-0003, BU 1212 AB      ,HIP 106942  , 324.8808,  -0.0511, 2019.3753 , I  2,    320.1,   0.2,   0.1703,   0.2,     0.5, q,      0.2   -0.000 SOAR2019
21395-0003, BU 1212 AB      ,HIP 106942  , 324.8808,  -0.0511, 2019.5394 , I  2,    322.2,   0.1,   0.1564,   0.1,     0.6, q,     -0.1    0.000 SOAR2019
21397-4820, I 1445 AB       , HD 205875   , 324.9192, -48.3332, 2019.5287 , I  1,    112.1,   0.6,   0.0754,   0.6,     0.0, :,                           
21399+2737, HDS3083         ,HIP 106972  , 324.9780,  27.6103, 2019.8563 , I  3,    298.4,   2.1,   0.0850,   2.1,     1.2, q,      0.1   -0.005 Bag2010 
21400-5222, HDS3084         ,HIP 106978  , 324.9989, -52.3590, 2019.3779 , I  2,    204.0,   1.1,   0.0443,   1.1,     0.1,  ,     -2.4    0.005 Tok2017b
21400-5222, HDS3084         ,HIP 106978  , 324.9987, -52.3590, 2019.8564 , y  2,    188.4,   0.1,   0.0426,   0.1,     0.0,  ,      7.8    0.008 Tok2017b
21423+0555, HU 280          ,HIP 107153  , 325.5769,   5.9119, 2019.3755 , I  2,    248.1,   0.1,   0.0390,   0.1,     0.0,  ,     -1.1   -0.000 SOAR2019
21435+2721, A 299 AB        ,BD+26 4249  , 325.8818,  27.3437, 2019.3755 , I  2,     66.5,   0.1,   1.1250,   0.1,     2.1,  ,                           
21435+2721, A 299 BC        ,BD+26 4249  , 325.8818,  27.3437, 2019.3755 , I  2,    324.9,   0.0,   0.1235,   0.0,     0.5,  ,                           
21439+0159, A 2097          ,BD+01 4531  , 325.9618,   2.0133, 2019.3755 , I  2,    189.5,   0.1,   0.1662,   0.1,     0.3,  ,                           
21451-1536, HU 375          , HD 206835   , 326.2686, -15.5996, 2019.3755 , I  3,     13.1,   0.5,   0.0689,   0.5,     0.4,  ,                           
21466-5742, FIN 283         ,HIP 107522  , 326.6490, -57.7030, 2019.5287 , I  2,    239.6,   0.7,   0.1547,   0.7,     0.0,  ,     -4.3   -0.012 Sod1999 
21477-1813, CHR 223         ,HIP 107610  , 326.9367, -18.2130, 2019.3753 , I  2,    276.5,   0.2,   0.1084,   0.2,     1.4, q,      0.5    0.000 SOAR2019
21477-3054, FIN 330 AB      ,HIP 107608  , 326.9340, -30.8983, 2019.3779 , I  2,     10.4,   0.1,   0.1156,   0.1,     0.3,  ,      0.1    0.000 SOAR2019
21481-3839, HDS3105         ,HIP 107635  , 327.0245, -38.6420, 2019.5392 , I  2,    158.2,   0.2,   0.1571,   0.2,     1.6, q,                           
21488-3929, CVN 111         ,HIP 107684  , 327.2021, -39.4860, 2019.6134 , I  2,    277.0,   1.9,   0.3733,   1.9,     4.4,  ,                           
21491-7206, HEI 598         ,HIP 107705  , 327.2745, -72.1024, 2019.5287 , I  2,    129.4,   0.6,   0.6402,   0.6,     0.7, :,     -0.2   -0.000 SOAR2019
21492-3538, B 1013          ,HIP 107715  , 327.3029, -35.6385, 2019.5392 , I  2,    103.6,   0.1,   0.0874,   0.1,     0.1,  ,                           
21492-4133, WTR 1           ,HIP 107711  , 327.2972, -41.5580, 2019.6135 , I  2,    128.5,   0.1,   2.6906,   0.1,     0.4, ast,                           
21504-5818, HDS3109         ,HIP 107806  , 327.5989, -58.3048, 2019.5287 , I  2,    128.4,   0.6,   0.1323,   0.6,     0.1,  ,     -0.7    0.003 Tok2017b
21510-4452, RST5480         ,HIP 107850  , 327.7621, -44.8726, 2019.8564 , I  2,      5.8,   0.1,   0.7686,   0.1,     1.5, ast,                           
21522+0538, JOD 23 AB       ,HIP 107948  , 328.0434,   5.6266, 2019.3755 , I  2,    171.4,   0.2,   0.0673,   0.2,     0.3,  ,      8.9   -0.011 SOAR2019
21522+0538, JOD 23 AC       ,HIP 107948  , 328.0434,   5.6266, 2019.3755 , I  2,     35.7,   0.2,   0.6543,   0.2,     1.9,  ,                           
21533-4650, FIN 374         , HD 207852   , 328.3290, -46.8336, 2019.5287 , I  2,    308.1,   0.9,   0.1441,   0.9,     0.2,  ,                           
21536-1019, FIN 358         ,HIP 108058  , 328.4001, -10.3116, 2019.3753 , I  2,    149.4,   1.2,   0.0865,   1.2,     1.5,  ,     -4.4    0.013 Tok2015c
21543+1943, COU 432 BC      ,HIP 108119  , 328.5727,  19.7181, 2019.3755 , I  2,    330.3,   0.8,   0.0924,   0.8,     0.7, q,     -3.6   -0.005 Tok2017c
21549-7720, SKF 106 AC      ,HIP 108162  , 328.7182, -77.3389, 2019.7911 , I  2,    310.5,  11.7,   7.6379,  11.7,     2.3, ast,                           
21552-6153, HDO 296 AB      ,HIP 108195  , 328.7973, -61.8864, 2019.3779 , I  3,    223.3,   5.0,   0.0442,   5.0,     0.0,  ,     -7.9   -0.002 Tok2015c
21552-6153, HDO 296 AB      ,HIP 108195  , 328.7973, -61.8864, 2019.5287 , y  2,    232.3,   0.3,   0.0468,   0.3,     0.0,  ,     -5.8   -0.004 Tok2015c
21552-6153, HDO 296 AB      ,HIP 108195  , 328.7978, -61.8869, 2019.8564 , y  2,    244.9,   0.1,   0.0600,   0.1,     0.1,  ,     -4.3   -0.002 Tok2015c
21582-7901, HDS3122         ,HIP 108449  , 329.5404, -79.0098, 2019.6132 , I  2,    339.7,   0.4,   0.1276,   0.4,     0.5, q,                           
22003-2330, I 674           , HD 208955   , 330.0828, -23.5009, 2019.5393 , I  2,    241.9,   0.2,   0.2376,   0.2,     0.2,  ,      0.1    0.001 Tok2019c
22018+1628, YSC 165         ,HIP 108752  , 330.4544,  16.4674, 2019.5396 , I  2,     36.3,   0.4,   0.3545,   0.4,     0.4,  ,                           
22056-5858, B 548           ,HIP 109060  , 331.4022, -58.9605, 2019.5287 , I  2,    231.9,   0.2,   0.1405,   0.2,     0.7,  ,      0.1   -0.000 SOAR2019
22061-0521, TOK 373         ,HIP 109110  , 331.5222,  -5.3580, 2019.5394 , I  2,    227.2,   0.4,   0.2376,   0.4,     2.5,  ,     -0.2   -0.001 Tok2019c
22083+2409, HDS3145         ,HIP 109281  , 332.0784,  24.1570, 2019.5394 , y  2,     63.3,   0.3,   0.0499,   0.3,     0.0, :,     -1.2   -0.004 Tok2019c
